Quận/Huyện,Logic,N/A = Yes,Phường,Đường,Đoạn,VT1,VT2,VT3,VT4,Loại đất
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Đông Hải - Lộ Đức (xã Hố Nai 3),Đoạn từ đường vào Trường THCS Lê Đình Chinh đến Nhà thờ Lai Ổn,4500,2000,1400,900,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Đông Hải - Lộ Đức (xã Hố Nai 3),Đoạn từ đường vào Trường THCS Lê Đình Chinh đến Giáo xứ Đông Vinh ,4200,2000,1400,900,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Bắc Sơn - Long Thành (xã Bắc Sơn),Đoạn từ Quốc lộ 1 đến đường sắt ,8500,3300,2300,1500,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Bắc Sơn - Long Thành (xã Bắc Sơn),Đoạn từ đường sắt đến hết ranh xã Bắc Sơn,6000,2600,2000,1300,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Bình Minh - Giang Điền (đường vào khu du lịch Thác Giang Điền),Đoạn từ Quốc lộ 1đến đường sắt,7500,3400,2300,1500,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Bình Minh - Giang Điền (đường vào khu du lịch Thác Giang Điền),Đoạn từ đường sắt đến giáp ranh xã Giang Điền ,6300,2500,1800,1200,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Bình Minh - Giang Điền (đường vào khu du lịch Thác Giang Điền),Đoạn từ ranh giới xã Giang Điền đến cầu Sông Buông ,6500,2800,1800,1200,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Bình Minh - Giang Điền (đường vào khu du lịch Thác Giang Điền),Đoạn Nam Sông Buông (cầu Sông Buông đến ranh giới xã An Viễn) ,5500,2300,1400,1000,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,"Đường Bình Minh - Giang Điền (cũ), từ đường Võ Nguyên Giáp đến cuối đường",,3400,1700,1400,1000,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,"Đường 3 Tháng 2 nối dài, từ giáp ranh thị trấn Trảng Bom đến đường Bình Minh - Giang Điền",Đoạn giáp ranh thị trấn đến đường vào UBND xã Quảng Tiến ,7200,3500,2400,1500,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,"Đường 3 Tháng 2 nối dài, từ giáp ranh thị trấn Trảng Bom đến đường Bình Minh - Giang Điền",Đoạn từ đường vào UBND xã Quảng Tiến đến đường Bình Minh - Giang Điền,6500,3200,2400,1500,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Trần Phú (giáp ranh thị trấn Trảng Bom thuộc xã Quảng Tiến),Đoạn từ Quốc lộ 1đến đường 3 Tháng 2 ,8200,3500,2400,1500,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Trần Phú (giáp ranh thị trấn Trảng Bom thuộc xã Quảng Tiến),Đoạn còn lại,8200,3500,2400,1500,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường tỉnh 777 (đường Trảng Bom - Long Thành),Đoạn từ đường nhựa giáp ranh thị trấn Trảng Bom đến đường sắt ,5500,2600,1600,1100,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường tỉnh 777 (đường Trảng Bom - Long Thành),Đoạn từ đường sắt đến giáp ranh xã An Viễn ,3000,1600,1100,750,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường tỉnh 777 (đường Trảng Bom - Long Thành),Trong đó: Đoạn từ UBND xã ra mỗi bên 500 m ,4200,1800,1200,850,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường tỉnh 777 (đường Trảng Bom - Long Thành),Đoạn từ giáp ranh xã Đồi 61 đến cây xăng Xuân Dũng ,3800,1700,1100,800,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường tỉnh 777 (đường Trảng Bom - Long Thành),Đoạn từ cây xăng Xuân Dũng đến phường Tam Phước TP. Biên Hòa,6000,2400,1600,1100,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường nhựa từ đường Lê Duẩn đến đường tỉnh 777 (xã Đồi 61) ,,5500,2600,1700,1100,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường vào khu công nghiệp Giang Điền (từ  đường tỉnh 777 đến giáp ranh xã Giang Điền)  ,,6500,2500,1600,1100,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Sông Thao - Bàu Hàm,Đoạn từ Quốc lộ 1đến cầu số 1 ,3500,1800,1200,900,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Sông Thao - Bàu Hàm,Đoạn từ cầu số 1 đến giáp ranh xã Sông Thao ,2400,1200,900,650,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Sông Thao - Bàu Hàm,Đoạn qua xã Sông Thao ,1600,800,650,450,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Sông Thao - Bàu Hàm,Đoạn qua xã Bàu Hàm ,1500,800,620,420,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường 20 (Hưng Long - Lộ 25 thuộc xã Hưng Thịnh),Đoạn từ Quốc lộ 1 đến đường ray xe lửa ,4300,2100,1700,1200,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường 20 (Hưng Long - Lộ 25 thuộc xã Hưng Thịnh),Đoạn còn lại,2600,1300,1100,800,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Hưng Bình 1 (xã Hưng Thịnh),Đoạn từ Quốc lộ 1đến đường ray xe lửa,2700,1300,1000,700,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Hưng Bình 1 (xã Hưng Thịnh),Đoạn từ đường ray xe lửa đến đường 20 (Hưng Long- Lộ 25 đoạn còn lại). ,1800,900,750,600,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,, Đường 15 (từ Quốc lộ 1 đến đường ray xe lửa xã Hưng Thịnh) ,,3500,1700,1500,1200,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Trảng Bom - Thanh Bình,Đoạn từ giáp ranh thị trấn Trảng Bom đến cầu số 6 (xã Sông Trầu) ,4000,1800,1200,900,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Trảng Bom - Thanh Bình,Đoạn từ cầu số 6 đến giáp ranh xã Cây Gáo (xã Sông Trầu) ,3000,1400,1000,750,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Trảng Bom - Thanh Bình,Đoạn từ giáp ranh xã Sông Trầu đến đường vào Công ty Đông Nhi (xã Cây Gáo) ,1800,900,700,600,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Trảng Bom - Thanh Bình,Đoạn từ đường vào công ty Đông Nhi đến ngã tư Tân Lập (xã Cây Gáo) ,2500,1200,1000,700,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Trảng Bom - Thanh Bình,Từ ngã tư Tân Lập đến hết Trường Tiểu học Tân Lập (xã Thanh Bình) ,2300,1100,950,650,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Trảng Bom - Thanh Bình,Đoạn còn lại thuộc xã Thanh Bình ,1500,800,700,500,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,"Đường vào công ty gỗ Rừng Thông (từ đường Trảng Bom - Thanh Bình đến đường liên xã Tây Hòa - Sông Trầu, bao gồm cả đoạn nối vào khu công nghiệp Bàu Xéo) ",,3000,1500,1200,900,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Thác Đá Hàn (từ đường Trảng Bom - Thanh Bình đến Công ty Sông Gianh xã Sông Trầu) ,,3000,1500,1200,900,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường vào Khu di tích lịch sử căn cứ Tỉnh ủy Biên Hòa (U1 xã Thanh Bình) ,,1200,600,450,300,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Hương lộ 24 (xã Thanh Bình) ,,1300,600,450,350,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường liên xã Tây Hòa - Sông Trầu (đoạn từ Quốc lộ 1đi qua khu tái định cư Tây Hòa đến cầu 1 Tấn xã Tây Hòa) ,,3200,1600,1400,900,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường liên ấp Lộc Hòa - Nhân Hòa (nhánh Bắc Quốc lộ 1xã Tây Hòa),Đoạn giáp Quốc lộ 1đến Trường THCS Tây Hòa ,3200,1600,1400,900,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường liên ấp Lộc Hòa - Nhân Hòa (nhánh Bắc Quốc lộ 1xã Tây Hòa),Đoạn từ Trường THCS Tây Hòa đến Nhà máy xử lý chất thải (xã Tây Hòa),2400,1200,1000,700,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,"Đường ấp Lộc Hòa (nhánh Nam Quốc lộ 1), từ Quốc lộ 1 đi qua Nhà máy thức ăn gia súc Minh Quân (xã Tây Hòa) ",,3200,1600,1400,900,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường liên ấp Lộc Hòa (giáp Nhà thờ Lộc Hòa về hướng Đông đến đường ray xe lửa xã Tây Hòa) ,,3200,1600,1400,900,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường liên ấp Lộc Hòa (giáp Nhà thờ Lộc Hòa về hướng Tây đến giáp nghĩa địa Giáo xứ Lộc Hòa xã Tây Hòa) ,,3200,1600,1400,900,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường 30 Tháng 4 (xã Bàu Hàm) ,,1200,600,500,350,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,"Đường 19 Tháng 5 (xã Bàu Hàm, xã Sông Thao) ",,1200,600,500,350,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Đức Huy - Thanh Bình - Dốc Mơ (xã Thanh Bình) ,,1200,600,500,350,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường ranh Hưng Thịnh - Hưng Lộc (xã Hưng Thịnh),Đoạn từ Quốc lộ 1 vào 500 m ,2800,1400,1100,700,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường ranh Hưng Thịnh - Hưng Lộc (xã Hưng Thịnh),Đoạn còn lại ,2000,1000,800,600,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Hùng Vương đoạn qua xã Sông Trầu ,,10000,3800,2700,1700,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Lê Duẩn đoạn qua xã Đồi 61 ,,7500,3400,2400,1400,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường bao Khu công nghiệp Bàu Xéo (xã Tây Hòa) ,,5500,2500,1500,1000,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Võ Nguyên Giáp,,8500,3400,2300,1400,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Đông Hòa 7km,Đoạn từ Quốc lộ 1 đến đường sắt ,3800,1800,1500,1200,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Đông Hòa 7km,Đoạn từ đường sắt đến đường Đông Hòa - Hưng Thịnh - Trung Hòa,2800,1400,1200,800,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Đông Hòa 7km,Đoạn từ đường Đông Hòa - Hưng Thịnh - Trung Hòa đến giáp ranh huyện Thống Nhất,1800,900,750,600,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Hưng Nghĩa (đoạn từ đường ray xe lửa đến giáp ranh xã Lộ 25 thuộc xã Hưng Thịnh) ,,1600,800,700,500,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường song hành đường Võ Nguyên Giáp thuộc xã Bình Minh (qua Khu tái định cư Bình Minh) ,,6000,3000,1800,1200,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Phước Tân - Giang Điền (xã Giang Điền) ,,4000,2100,1400,1000,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường ấp 1 đi ấp 2 (xã Sông Trầu) ,,2500,1200,1000,700,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường chợ cây số 9 đi xã Tây Hòa (xã Sông Trầu) ,,1700,800,700,600,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,"Đường Trung tâm văn hóa xã Sông Trầu đi ấp 4, ấp 5 (xã Sông Trầu) ",,2600,1300,1000,800,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường cổng Nhà văn hóa ấp 4 đi ấp 1 (xã Sông Trầu) ,,2600,1300,1000,800,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường số 25 (từ đường Võ Nguyên Giáp đến đường Bắc Hòa - Phú Sơn xã Bình Minh) ,,3500,1700,1500,1000,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường kết nối Khu công nghiệp Giang Điền đường Võ Nguyên Giáp (đoạn qua xã Giang Điền) ,,5000,2500,1600,1100,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,"Đường liên ấp 2-3-4 (từ đường nhựa giáp ranh huyện Long Thành đến đường ấp 2, xã An Viễn) ",,2600,1300,1100,800,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường ấp 2 (từ đường Trảng Bom - An Viễn đến đường lô cao su xã An Viễn) ,,2300,1100,900,800,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường ấp 5 - ấp 6 (từ đường ấp 4 - ấp 5 đến cuối đường xã An Viễn) ,,2800,1400,1200,850,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường vành đai khu công nghiệp (xã Sông Trầu) ,,3200,1600,1200,900,ĐẤT Ở NÔNG THÔN
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Quốc lộ 1 A,Đoạn giáp ranh TP. Biên Hòa đến ngã 3 Trị An,11900,5600,3500,2800,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Quốc lộ 1 A,Đoạn từ ngã 3 Trị An đến giáp nhà thờ Bùi Chu,8400,3920,2450,1960,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Quốc lộ 1 A,Đoạn từ nhà thờ Bùi Chu đến UBND xã Bắc Sơn,6650,2660,1750,1400,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Quốc lộ 1 A,Đoạn từ UBND xã Bắc Sơn đến cầu Suối Đĩa,5040,2100,1400,980,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Quốc lộ 1 A,Đoạn từ Suối Đĩa đến đường Võ Nguyên Giáp,5740,2310,1540,980,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Quốc lộ 1 A,Đoạn từ đường Võ Nguyên Giáp đến giáp ranh xã Quảng Tiến,6300,2380,1610,1050,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Quốc lộ 1 A,Đoạn qua xã Quảng Tiến,6650,2590,1820,1190,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Quốc lộ 1 A,Đoạn từ giáp ranh thị trấn Trảng Bom đến nhà thờ Lộc Hòa,5950,1960,1400,980,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Quốc lộ 1 A,Đoạn từ nhà thờ Lộc Hòa đến UBND xã Trung Hòa,4900,1960,1400,980,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Quốc lộ 1 A,Đoạn từ UBND xã Trung Hòa đến cổng chính 2 ấp xã Đông Hòa,5950,2100,1470,980,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Quốc lộ 1 A,Đoạn từ cổng chính 2 ấp xã Đông Hòa đến hết đường liên xã Hưng Long - Lộ 25 (bên phải) và Trung tâm Nghiên cứu Nông nghiệp Hưng Lộc (bên trái),5040,2100,1470,980,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Quốc lộ 1 A,Đoạn từ đường liên xã Hưng Long - Lộ 25 (bên phải) và Trung tâm Nghiên cứu Nông nghiệp Hưng Lộc (bên trái) đến giáp ranh xã Hưng Lộc,3920,1750,1120,770,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường tỉnh 762 (Trị An - Sóc Lu),"Các đoạn từ ngã tư Tân Lập đi về các hướng (huyện Vĩnh Cửu, huyện Thống Nhất) 0,5km",1610,840,630,420,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường tỉnh 762 (Trị An - Sóc Lu),Các đoạn còn lại (Đường tỉnh 762),1050,560,460,320,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường tỉnh 767,Đoạn từ ngã 3 Trị An đến công ty Việt Vinh,11900,5600,3500,2100,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường tỉnh 767,Đoạn từ Công ty Việt Vinh đến ngã 3 Hươu Nai,8400,3920,2450,1470,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường tỉnh 767,Đoạn từ ngã 3 Hươu Nai đến Trường tiểu học Sông Mây,5880,2800,1750,1050,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường tỉnh 767,Đoạn từ Trường tiểu học Sông Mây đến cầu Sông Thao,4130,1610,1260,770,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường vào Trường dạy nghề Hố Nai 3,Đoạn 300m đầu,5110,2450,1750,1050,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường vào Trường dạy nghề Hố Nai 3,Đoạn còn lại,4550,2240,1750,1050,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường vào khu công nghiệp Hố Nai (xã Hố Nai 3),,5600,2450,1750,1050,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường vào trại heo Yên Thế từ Quốc lộ 1 đến đường ray xe lửa (xã Hố Nai 3),,4760,2310,1610,1050,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Tuyến chống ùn tắc giao thông (đường vào Công ty thức ăn gia súc Thanh Bình - xã Hố Nai 3),,4200,2100,1610,1050,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường bên hông giáo xứ Sài Quất (400m xã Hố Nai 3),,4200,2100,1610,1050,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Ngô Xá (xã Hố Nai 3),,4200,2100,1610,1050,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường vào đập Thanh Niên (xã Hố Nai 3),200m đoạn đầu,4200,2100,1610,1050,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường vào đập Thanh Niên (xã Hố Nai 3),1.800m đoạn còn lại,2800,1400,1190,770,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường vào cụm công nghiệp vật liệu xây dựng (Hố Nai 3),,5250,2310,1610,1050,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Đông Hải - Lộ Đức (xã Hố Nai 3),Đoạn từ công ty Phương Sinh đến đường vào Trường THCS Lê Đình Chinh,3640,1820,1120,770,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Đông Hải - Lộ Đức (xã Hố Nai 3),Đoạn từ đường vào Trường THCS Lê Đình Chinh đến nhà thờ Lai Ổn,3150,1400,980,630,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Đông Hải - Lộ Đức (xã Hố Nai 3),Đoạn từ đường vào Trường THCS Lê Đình Chinh đến giáo xứ Đông Vinh,2940,1400,980,630,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Bắc Sơn - Long Thành (xã Bắc Sơn),Đoạn từ Quốc lộ 1A đến đường sắt,5950,2310,1610,1050,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Bắc Sơn - Long Thành (xã Bắc Sơn),Đoạn từ đường sắt đến hết ranh xã Bắc Sơn,4200,1820,1400,910,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Bình Minh - Giang Điền (đường vào khu du lịch Thác Giang Điền),Đoạn từ Quốc lộ 1A đến đường sắt,5250,2380,1610,1050,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Bình Minh - Giang Điền (đường vào khu du lịch Thác Giang Điền),Đoạn từ đường sắt đến giáp ranh xã Giang Điền,4410,1750,1260,840,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Bình Minh - Giang Điền (đường vào khu du lịch Thác Giang Điền),Đoạn từ ranh giới xã Giang Điền đến cầu Sông Buông,4550,1960,1260,840,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Bình Minh - Giang Điền (đường vào khu du lịch Thác Giang Điền),Đoạn Nam Sông Buông (cầu Sông Buông đến ranh giới xã An Viễn),3850,1610,980,700,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,"Đường Bình Minh - Giang Điền (cũ), từ đường Võ Nguyên Giáp đến cuối đường",,2380,1190,980,700,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,"Đường 3 tháng 2 nối dài, từ giáp ranh thị trấn Trảng Bom đến đường Bình Minh - Giang Điền",Đoạn giáp ranh thị trấn đến đường vào UBND xã Quảng Tiến,5040,2450,1680,1050,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,"Đường 3 tháng 2 nối dài, từ giáp ranh thị trấn Trảng Bom đến đường Bình Minh - Giang Điền",Đoạn từ đường vào UBND xã Quảng Tiến đến đường Bình Minh - Giang Điền,4550,2240,1680,1050,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Trần Phú (giáp ranh thị trấn Trảng Bom thuộc xã Quảng Tiến),Đoạn từ Quốc lộ 1A đến đường 3 tháng 2,5740,2450,1680,1050,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường Trần Phú (giáp ranh thị trấn Trảng Bom thuộc xã Quảng Tiến),Đoạn còn lại,5740,2450,1680,1050,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
HUYỆN TRẢNG BOM,Đường + Đoạn,,,Đường tỉnh 777 (đường Trảng Bom - Long Thành),Đoạn từ đường nhựa giáp ranh thị trấn Trảng Bom đến đường sắt,3850,1820,1120,770,"ĐẤT THƯƠNG MẠI DỊCH VỤ TẠI NÔNG THÔN"
