certificate_num;certificate_date;document_num;document_date;service_fee;bank
2025,1;2022-06-20;2562;2022-06-20;2200000;VCB
2027;2022-06-20;2344,1;2022-06-07;3500000;VCB
2028;2022-06-20;2546;2022-06-17;8000000;BIDV
2029;2022-06-20;2547;2022-06-17;11500000;BIDV
2030;2022-06-20;2548;2022-06-17;2500000;BIDV
2032;2022-06-20;2568;2022-06-20;12000000;BIDV
2037;2022-06-20;2378,1;2022-06-08;3300000;VCB
2037;2022-06-20;2378,1;2022-06-08;3300000;VCB
2040;2022-06-20;2569;2022-06-20;6300000;VCB
2041;2022-06-20;2552;2022-06-17;1650000;VCB
2042;2022-06-20;2550;2022-06-17;3300000;VCB
3039;2022-06-20;2551;2022-06-17;2200000;VCB
1581;2022-06-18;1367;2022-04-13;6400000;Vietcombank Đông Đồng Nai
h;2022-06-18;2259;2022-06-02;4000000;VCB
1998;2022-06-17;2528;2022-06-16;2200000;HD
1999;2022-06-17;2062;2022-05-24;11000000;HD
1999;2022-06-17;2062;2022-05-24;11000000;HD
1999,1;2022-06-17;2549;2022-06-17;1350000;VTB
2000;2022-06-17;2063;2022-05-24;4400000;HD
2000,1;2022-06-17;2536;2022-06-16;1650000;VCB
2002;2022-06-17;2542;2022-06-17;5500000;BIDV
2002,2;2022-06-17;2556;2022-06-17;1350000;VTB
2010;2022-06-17;2544;2022-06-17;15000000;HD
2012;2022-06-17;2545;2022-06-17;2000000;VCB
2013;2022-06-17;2532;2022-06-16;2200000;VCB
2014;2022-06-17;2508;2022-06-15;2000000;VCB
1984,1;2022-06-16;2465;2022-06-13;6050000;BIDV
1985,1;2022-06-16;2530;2022-06-16;1650000;VCB
1986,1;2022-06-16;2533;2022-06-16;1650000;VCB
1986,2;2022-06-16;2503;2022-06-15;3300000;BIDV
1987,1;2022-06-16;2534;2022-06-16;1650000;VCB
1988;2022-06-16;2504;2022-06-15;2750000;BIDV
1989;2022-06-16;2521;2022-06-16;5500000;HD
1989,1;2022-06-16;2535;2022-06-16;2000000;VCB
1991;2022-06-16;2381,1;2022-06-08;2200000;VCB
1991,1;2022-06-16;2523;2022-06-16;1100000;BIDV
1992,1;2022-06-16;2500,1;2022-06-15;6000000;VCB
1993;2022-06-16;2507;2022-06-15;1350000;VTB
1994;2022-06-16;2506;2022-06-15;2500000;CSXH
1995;2022-06-16;2505;2022-06-15;1800000;SHINHAN
1997;2022-06-16;2390;2022-06-08;1650000;VTB
1962,1;2022-06-15;1987,1;2022-05-19;37500000;HD
1964,1;2022-06-15;2371,1;2022-06-08;5500000;HD
1965;2022-06-15;2462;2022-06-13;1000000;HD
1965,1;2022-06-15;2380;2022-06-08;5500000;HD
1966,1;2022-06-15;2496,1;2022-06-15;3500000;VCB
1969,1;2022-06-15;2497,1;2022-06-15;3000000;VCB
1971;2022-06-15;2376,1;2022-06-08;1650000;VCB
1972;2022-06-15;2383,1;2022-06-08;1100000;VCB
1973;2022-06-15;2371;2022-06-08;13000000;BIDV
1975;2022-06-15;2498;2022-06-15;1650000;VCB
1976;2022-06-15;2497;2022-06-15;1650000;VCB
1980;2022-06-15;2481;2022-06-14;5000000;HD
1981;2022-06-15;2482;2022-06-14;5000000;HD
2107;2022-06-15;2050;2021-06-15;2500000;VCB
1946,1;2022-06-14;2463;2022-06-13;3500000;VCB
1947,1;2022-06-14;2425;2022-06-10;2200000;VCB
1948;2022-06-14;2403,1;2022-06-09;2500000;VTB
1948,1;2022-06-14;2483;2022-06-14;3500000;SHINHAN
1949;2022-06-14;2338;2022-06-06;2200000;VCB
1949,1;2022-06-14;2484;2022-06-14;2000000;SHINHAN
1951;2022-06-14;2394;2022-06-08;2200000;VCB
1952;2022-06-14;2459;2022-06-13;1350000;VTB
1953;2022-06-14;2460;2022-06-13;1350000;VTB
1957;2022-06-14;2461;2022-06-13;2200000;VCB
1958;2022-06-14;2473;2022-06-14;1650000;VTB
1959;2022-06-14;2472;2022-06-14;2700000;VCB
1960;2022-06-14;2408,1;2022-06-09;1800000;VCB
1960;2022-06-14;2408,1;2022-06-09;1800000;VCB
1961;2022-06-14;2406,1;2022-06-09;1800000;VCB
1930;2022-06-13;2420;2022-06-10;3300000;CSXH
1930/1;2022-06-13;2337;2022-06-06;4000000;BIDV
1932;2022-06-13;2419;2022-06-10;500000;VCB
1932/1;2022-06-13;2426;2022-06-10;1800000;VCB
1933,1;2022-06-13;2339;2022-06-06;2250000;BIDV
1934;2022-06-13;2422;2022-06-10;1650000;VTB
1935;2022-06-13;2401;2022-06-09;3000000;CSXH
1935,1;2022-06-13;2380,1;2022-06-08;3300000;BIDV
1936;2022-06-13;2405,1;2022-06-09;2000000;VCB
1938;2022-06-13;2423;2022-06-10;1650000;VCB
1939;2022-06-13;2455;2022-06-13;1650000;VCB
1942;2022-06-13;2456;2022-06-13;2500000;VCB
2422,1;2022-06-13;2449;2022-06-13;2000000;VCB
h;2022-06-13;2256;2022-06-01;5000000;AGRI
h;2022-06-13;2253;2022-06-01;4000000;AGRI
1928;2022-06-11;2414;2022-06-10;1350000;VTB
1929;2022-06-11;2437;2022-06-11;1800000;VTB
1920,2;2022-06-10;2415,1;2022-06-10;1800000;VCB
1921;2022-06-10;2254;2022-06-01;9000000;AGRI
1921,2;2022-06-10;2412,1;2022-06-09;18000000;AGRI
1922;2022-06-10;2255;2022-06-01;4400000;AGRI
1922,1;2022-06-10;2340;2022-06-06;2000000;VCB
1922,2;2022-06-10;2341;2022-06-06;2000000;VCB
1923;2022-06-10;2407;2022-06-09;1350000;VTB
1923/1;2022-06-10;2424;2022-06-10;2200000;BIDV
1925;2022-06-10;2400,1;2022-06-09;1800000;VCB
1925,1;2022-06-10;2421;2022-06-10;1650000;VCB
1926/1;2022-06-10;2402,1;2022-06-09;1500000;VTB
1927;2022-06-10;2298;2022-06-03;20000000;VCB
1927;2022-06-10;2298;2022-06-03;20000000;VCB
1927;2022-06-10;2366;2022-06-07;6600000;VCB
1927/1;2022-06-10;2416;2022-06-10;5500000;HD
h;2022-06-10;1236,1;2022-04-01;5000000;VCB
h;2022-06-10;1895;2022-05-16;7500000;HD
1906;2022-06-09;2387;2022-06-08;4400000;VCB
1906/1;2022-06-09;2377,1;2022-06-08;8100000;VCB
1907;2022-06-09;2285;2022-06-03;1000000;VCB
1907,1;2022-06-09;2412;2022-06-09;4400000;BIDV
1908;2022-06-09;2391;2022-06-08;1800000;VCB
1909;2022-06-09;2334;2022-06-06;1650000;VCB
1910;2022-06-09;2361;2022-06-07;2200000;VCB
1911;2022-06-09;2406;2022-06-09;2500000;CSXH
1912;2022-06-09;2389;2022-06-08;3300000;BIDV
1913;2022-06-09;2395;2022-06-08;3300000;VCB
1916;2022-06-09;2410;2022-06-09;4600000;VCB
1917;2022-06-09;2318;2022-06-03;3300000;VCB
1919;2022-06-09;2382,1;2022-06-08;2000000;VCB
1886,1;2022-06-08;2392;2022-06-08;3850000;BIDV
1887,1;2022-06-08;2393;2022-06-08;4000000;VCB
1889,1;2022-06-08;2379,1;2022-06-08;2500000;VCB
1891;2022-06-08;2373;2022-06-08;2500000;VCB
1892;2022-06-08;2377;2022-06-08;5500000;HD
1895;2022-06-08;2360;2022-06-07;1650000;VTB
1900;2022-06-08;2379;2022-06-08;1800000;VTB
1901;2022-06-08;2375;2022-06-08;7700000;HD
1902,1;2022-06-08;2283,1;2022-06-03;3750000;VCB
1903,1;2022-06-08;2396;2022-06-08;1800000;VTB
1905/1;2022-06-08;2388;2022-06-08;3500000;VCB
h;2022-06-08;1347;2022-04-12;14000000;HD
1863/1;2022-06-07;2332;2022-06-06;1800000;VCB
1864,2;2022-06-07;2328;2022-06-06;1650000;VCB
1865;2022-06-07;2323;2022-06-06;11000000;BIDV
1865,1;2022-06-07;2362;2022-06-07;3300000;VCB
1866;2022-06-07;2083;2022-05-25;4000000;HD
1866,1;2022-06-07;2363;2022-06-07;3300000;VCB
1867;2022-06-07;2080;2022-05-25;25000000;HD
1867;2022-06-07;2080;2022-05-25;25000000;HD
1867,1;2022-06-07;2364;2022-06-07;2500000;VCB
1868;2022-06-07;2330;2022-06-06;1650000;VTB
1868,1;2022-06-07;2352;2022-06-07;2000000;VCB
1869/1;2022-06-07;2333;2022-06-06;1800000;VCB
1870/1;2022-06-07;1767;2022-05-09;5000000;HD
1871;2022-06-07;2237;2022-06-01;5500000;HD
1872,1;2022-06-07;2369;2022-06-07;2000000;VCB
1876;2022-06-07;2288;2022-06-03;1650000;VCB
1877;2022-06-07;2289;2022-06-03;1650000;VCB
1878;2022-06-07;2252;2022-06-01;1800000;VCB
1879;2022-06-07;2287;2022-06-03;2500000;VCB
1879;2022-06-07;2287;2022-06-03;2500000;VCB
1880;2022-06-07;2284;2022-06-03;1650000;VCB
1883;2022-06-07;2153;2022-05-27;12000000;HD
1884;2022-06-07;2280;2022-06-02;7700000;BIDV
1885;2022-06-07;2109;2022-05-25;4000000;HD
h;2022-06-07;809,1;2022-03-14;850000;VCB
h;2022-06-07;1133;2022-03-25;850000;VCB
1834;2022-06-06;1986;2022-05-19;3500000;HD
1835;2022-06-06;2335;2022-06-06;2500000;VCB
1836;2022-06-06;2175;2022-05-30;4400000;HD
1836/1;2022-06-06;2327;2022-06-06;3300000;BIDV
1837;2022-06-06;2176;2022-05-30;4400000;HD
1838;2022-06-06;2315;2022-06-03;3500000;VCB
1839;2022-06-06;2316;2022-06-03;1650000;VCB
1840;2022-06-06;2317;2022-06-03;1650000;VCB
1840,1;2022-06-06;2284,1;2022-06-03;2000000;VCB
1841,1;2022-06-06;2285,1;2022-06-03;2000000;VCB
1842;2022-06-06;2325;2022-06-06;1650000;VCB
1843;2022-06-06;2310;2022-06-03;9900000;BIDV
1845;2022-06-06;2291;2022-06-03;1650000;VCB
1846;2022-06-06;2290;2022-06-03;1650000;VCB
1853;2022-06-06;2312;2022-06-03;2000000;VCB
1862;2022-06-06;2214;2022-05-31;6600000;VCB
1885;2022-06-06;2319;2022-06-04;2700000;VCB
980;2022-06-06;1274,3;2022-04-08;2000000;VCB
h;2022-06-06;3070;2021-10-15;7000000;VCB
1822,2;2022-06-03;2260;2022-06-02;4000000;VCB
1822,3;2022-06-03;2197;2022-05-30;2200000;VCB
1824,1;2022-06-03;2229;2022-06-01;5500000;BIDV
1825;2022-06-03;2243;2022-06-01;2000000;VCB
1825,1;2022-06-03;2302;2022-06-03;2200000;BIDV
1826;2022-06-03;2244;2022-06-01;2000000;VCB
1826,1;2022-06-03;2306;2022-06-03;2750000;BIDV
1827;2022-06-03;2299;2022-06-03;3300000;HD
1827,1;2022-06-03;2303;2022-06-03;2200000;BIDV
1828;2022-06-03;2300;2022-06-03;4400000;HD
1828,1;2022-06-03;2283;2022-06-03;2200000;VCB
1829,1;2022-06-03;2258;2022-06-01;3500000;BIDV
1830;2022-06-03;2301;2022-06-03;2200000;SHINHAN
1831;2022-06-03;2242;2022-06-01;2000000;VCB
1833;2022-06-03;2305;2022-06-03;1650000;VTB
1861;2022-06-03;2314;2022-06-03;1650000;VCB
1802,1;2022-06-02;2251;2022-06-01;2200000;VCB
1803;2022-06-02;2152;2022-05-27;5500000;HD
1803/1;2022-06-02;2271;2022-06-02;1500000;BIDV
1804;2022-06-02;2141;2022-05-27;1650000;VTB
1804,1;2022-06-02;2270;2022-06-02;2200000;BIDV
1807;2022-06-02;2265;2022-06-02;2000000;VCB
1808;2022-06-02;2200;2022-05-30;1650000;VCB
1809;2022-06-02;2179;2022-05-30;2300000;VCB
1810;2022-06-02;2164;2022-05-27;1800000;VCB
1812;2022-06-02;2248;2022-06-01;1650000;VCB
1814;2022-06-02;2267;2022-06-02;1650000;VCB
1815;2022-06-02;2004,1;2022-05-20;2500000;VCB
1816;2022-06-02;2262;2022-06-02;1650000;VTB
1817;2022-06-02;2219;2022-05-31;5500000;HD
1818;2022-06-02;2136;2022-05-26;1650000;VCB
1820;2022-06-02;2272;2022-06-02;3500000;HD
1822,1;2022-06-02;2261;2022-06-02;1650000;VCB
1963,2;2022-06-02;1861,1;2021-06-01;12000000;VCB
1782;2022-06-01;2216;2022-05-31;7000000;BIDV
1783;2022-06-01;2232;2022-06-01;2000000;VCB
1783/1;2022-06-01;2247;2022-06-01;1650000;VTB
1784;2022-06-01;2231;2022-06-01;13000000;AGRI
1784,1;2022-06-01;2142;2022-05-27;6600000;BIDV
1785;2022-06-01;1954,1;2022-05-18;2200000;VCB
1785,1;2022-06-01;2222;2022-05-31;2000000;VCB
1786,1;2022-06-01;2257;2022-06-01;2200000;VCB
1787;2022-06-01;2234;2022-06-01;1650000;VCB
1787,1;2022-06-01;2227;2022-03-21;4200000;VCB
1788;2022-06-01;2236;2022-06-01;10000000;BIDV
1788/1;2022-06-01;2201;2022-05-30;3600000;VCB
1789;2022-06-01;2235;2022-06-01;5000000;BIDV
1789,1;2022-06-01;2142,1;2022-05-27;2000000;VCB
1790;2022-06-01;2198;2022-05-30;1650000;VCB
1790,1;2022-06-01;2228;2022-06-01;2900000;VCB
1791;2022-06-01;2196;2022-05-30;1650000;VCB
1792,1;2022-06-01;2213;2022-05-31;2200000;BIDV
1799;2022-06-01;2246;2022-06-01;1650000;VCB
892,7;2022-06-01;1230;2022-04-01;1500000;VCB
1764,1;2022-05-31;2221;2022-05-31;2200000;VCB
1765;2022-05-31;2081;2022-05-25;22000000;SHINHAN
1771;2022-05-31;2106;2022-05-25;4400000;HD
1773;2022-05-31;2037,1;2022-05-23;2500000;HD
1775;2022-05-31;2036,1;2022-05-23;10800000;BIDV
1776;2022-05-31;2154;2022-05-27;3300000;CSXH
1777;2022-05-31;2207;2022-05-31;1650000;VTB
1778,1;2022-05-31;2163;2022-05-27;6000000;KHAC
1780,1;2022-05-31;2107;2022-05-25;4400000;HD
1781;2022-05-31;2193;2022-05-30;4400000;HD
1781,1;2022-05-31;2172;2022-05-30;2200000;VCB
1746,1;2022-05-30;2040,1;2022-05-30;1800000;VCB
1747,1;2022-05-30;2161;2022-05-27;2870000;VCB
1747,1;2022-05-30;2161;2022-05-27;2870000;VCB
1748;2022-05-30;2027;2022-05-23;4400000;HD
1748/1;2022-05-30;2194;2022-05-30;4000000;VCB
1749,1;2022-05-30;2190;2022-05-30;1800000;VCB
1751,1;2022-05-30;1957,1;2022-05-18;2500000;BIDV
1752,1;2022-05-30;2004;2022-05-20;6250000;VCB
1754;2022-05-30;2183;2022-05-30;2000000;VCB
1757;2022-05-30;2026;2022-05-23;4400000;HD
1761;2022-05-30;2135;2022-05-26;4400000;VCB
1761;2022-05-30;2189;2022-05-30;2000000;VCB
1761,1;2022-05-30;2105;2022-05-25;2000000;VCB
1762;2022-05-30;2157;2022-05-27;2500000;VCB
1762;2022-05-30;2191;2022-05-30;1800000;VCB
1762,1;2022-05-30;2187;2022-05-30;2500000;AGRI
1763;2022-05-30;2160;2022-05-27;1650000;VCB
1770;2022-05-30;2188;2022-05-30;4400000;HD
1715,1;2022-05-27;2138;2022-05-26;4000000;VCB
1716;2022-05-27;2057;2022-05-24;3300000;CSXH
1717;2022-05-27;2145;2022-05-27;6000000;HD
1719;2022-05-27;2146;2022-05-27;9900000;HD
1720,1;2022-05-27;2137;2022-05-26;1650000;VCB
1721,1;2022-05-27;2143,1;2022-05-27;3000000;BIDV
1722;2022-05-27;2098;2022-05-25;1650000;VCB
1722,1;2022-05-27;2111;2022-05-26;4300000;BIDV
1723;2022-05-27;2099;2022-05-25;1650000;VCB
1724;2022-05-27;2029,1;2022-05-23;1650000;VCB
1725;2022-05-27;2028,1;2022-05-23;1650000;VCB
1726;2022-05-27;2030,1;2022-05-23;1650000;VCB
1727;2022-05-27;1984,1;2022-05-19;2200000;VCB
1728;2022-05-27;2061;2022-05-24;4400000;HD
1729;2022-05-27;2121;2022-05-26;2500000;VCB
1730;2022-05-27;2129;2022-05-26;1350000;VTB
1731;2022-05-27;2100;2022-05-25;1650000;VCB
1732;2022-05-27;2102;2022-05-25;1650000;VCB
1733;2022-05-27;2101;2022-05-25;1650000;VCB
1734;2022-05-27;2103;2022-05-25;1650000;VCB
1736;2022-05-27;2032,1;2022-05-23;1650000;VCB
1737;2022-05-27;2034,1;2022-05-23;1650000;VCB
1738;2022-05-27;2002,1;2022-05-20;4000000;VCB
1739;2022-05-27;2150;2022-05-27;1800000;VCB
1742;2022-05-27;2115;2022-05-26;1650000;VTB
1743;2022-05-27;2156;2022-05-27;1650000;VCB
1744;2022-05-27;2128;2022-05-26;2500000;VCB
1744,2;2022-05-27;2155;2022-05-27;2000000;VCB
1744/1;2022-05-27;2159;2022-05-27;1650000;VCB
1079;2022-05-26;2114;2022-05-26;5500000;HD
1691;2022-05-26;2064;2022-05-24;12000000;BIDV
1692,1;2022-05-26;2139;2022-05-26;2500000;VCB
1693,1;2022-05-26;2110,1;2022-05-26;4700000;VCB
1694,1;2022-05-26;3552;2022-05-24;2200000;VCB
1704;2022-05-26;2097;2022-05-25;3500000;VCB
1706;2022-05-26;2110;2022-05-26;2200000;BIDV
1707;2022-05-26;2031;2022-05-23;4400000;BIDV
1710;2022-05-26;2127;2022-05-26;3500000;VCB
1710,1;2022-05-26;2133;2022-05-26;1650000;VCB
1710/2;2022-05-26;2134;2022-05-26;2700000;VCB
1711;2022-05-26;2045;2022-05-23;2200000;VCB
1711,1;2022-05-26;2131;2022-05-26;7500000;VCB
1712,1;2022-05-26;2132;2022-05-26;1650000;VCB
1078;2022-05-25;2113;2022-05-26;5500000;HD
1684;2022-05-25;2066;2022-05-24;1350000;VTB
1684,1;2022-05-25;2076;2022-05-25;2200000;VCB
1685;2022-05-25;2065;2022-05-24;5000000;VCB
1688;2022-05-25;2089;2022-05-25;2200000;VCB
1689;2022-05-25;2091;2022-05-25;2750000;BIDV
1690;2022-05-25;2096;2022-05-25;2000000;VTB
1690,1;2022-05-25;2092;2022-05-25;2300000;SHINHAN
1735;2022-05-25;2104;2022-05-25;2000000;VCB
1750,1;2022-05-25;2077;2022-05-25;3500000;VCB
1653;2022-05-24;2047;2022-05-24;2200000;VCB
1654,1;2022-05-24;2072;2022-05-24;2000000;VCB
1655,1;2022-05-24;2070;2022-05-24;9500000;VCB
1656;2022-05-24;1984;2022-05-19;4000000;VCB
1658;2022-05-24;2050;2022-05-24;1800000;VCB
1658/1;2022-05-24;2052;2022-05-24;1800000;VCB
1660;2022-05-24;1976;2022-05-18;1800000;VCB
1661;2022-05-24;1978;2022-05-18;1800000;VCB
1662;2022-05-24;1953,1;2022-05-18;3500000;VCB
1662,1;2022-05-24;2046;2022-05-24;1650000;VCB
1662,3;2022-05-24;1952,1;2022-05-18;1800000;VCB
1662,4;2022-05-24;2044;2022-05-23;1800000;VCB
1662,5;2022-05-24;2042;2022-05-23;3300000;BIDV
1662.2;2022-05-24;1951,1;2022-05-18;1650000;VCB
1663;2022-05-24;2036;2022-05-23;2200000;VCB
1664;2022-05-24;1814;2022-05-11;32000000;BIDV
1664;2022-05-24;1814;2022-05-11;32000000;BIDV
1667;2022-05-24;1298,2;2022-04-07;60000000;
1669;2022-05-24;2056;2022-05-24;1650000;VCB
1670;2022-05-24;2023;2022-05-20;3000000;CSXH
1671;2022-05-24;1707,1;2022-05-05;4400000;HD
1676;2022-05-24;1908,1;2022-05-16;1650000;VCB
1677;2022-05-24;1910,1;2022-05-16;1650000;VCB
1678;2022-05-24;2025,1;2022-05-23;6300000;VCB
1679;2022-05-24;2033;2022-05-23;2750000;BIDV
1679,1;2022-05-24;2031,1;2022-05-23;1650000;VCB
1680;2022-05-24;1983;2022-05-19;2200000;VTB
1681,1;2022-05-24;2024;2022-05-24;3500000;HD
1681,1;2022-05-24;2024;2022-05-24;3500000;HD
h;2022-05-24;1920,1;2022-05-17;5000000;HD
1632,1;2022-05-23;1985;2022-05-19;6600000;HD
1633/1;2022-05-23;2041,1;2022-05-23;2200000;VCB
1635,1;2022-05-23;2026,1;2022-05-23;1500000;VCB
1636;2022-05-23;2015;2022-05-20;3300000;HD
1636,1;2022-05-23;2005;2022-05-20;2500000;VCB
1637;2022-05-23;1945;2022-05-17;28080000;AGRI
1638;2022-05-23;2029;2022-05-23;1800000;VCB
1638,1;2022-05-23;2000,1;2022-05-20;3000000;VCB
1640;2022-05-23;2028;2022-05-23;20520000;AGRI
1643/1;2022-05-23;2040;2022-05-23;2000000;VCB
1645;2022-05-23;1969;2022-05-18;1650000;VCB
1646;2022-05-23;1970;2022-05-18;1800000;VCB
1647/1;2022-05-23;2032;2022-05-23;3850000;BIDV
1648;2022-05-23;2034;2022-05-23;1650000;VCB
1648;2022-05-23;2034;2022-05-23;1650000;VCB
1648,1;2022-05-23;2038;2022-05-23;1650000;VCB
1648,2;2022-05-23;1911,1;2022-05-16;2200000;VCB
1649;2022-05-23;1955;2022-05-18;3300000;KHAC
1649,1;2022-05-23;2037;2022-05-23;1650000;VCB
1650;2022-05-23;2024,1;2022-05-20;2500000;VCB
1651;2022-05-23;2022;2022-05-20;3000000;CSXH
1651,1;2022-05-23;2043;2022-05-23;3300000;BIDV
1651.1;2022-05-23;2033,1;2022-05-23;3000000;VCB
1610;2022-05-20;1180;2022-03-29;16000000;BIDV
1612;2022-05-20;1918;2022-05-16;3300000;CSXH
1615;2022-05-20;2011;2022-05-20;4400000;HD
1616,1;2022-05-20;2017;2022-05-20;1650000;VTB
1617;2022-05-20;1975;2022-05-18;1650000;VCB
1618;2022-05-20;1979;2022-05-18;1800000;VCB
1619;2022-05-20;1949;2022-05-18;3300000;VCB
1620;2022-05-20;1977;2022-05-18;1650000;VCB
1621;2022-05-20;1980;2022-05-18;1650000;VCB
1622;2022-05-20;2019;2022-05-20;1800000;VCB
1623;2022-05-20;2020;2022-05-20;1100000;VCB
1624;2022-05-20;2018;2022-05-20;1100000;VCB
1625;2022-05-20;1869;2022-05-13;3300000;BIDV
1625,1;2022-05-20;2001,1;2022-05-20;3850000;BIDV
1626;2022-05-20;1972;2022-05-18;1650000;VCB
1628;2022-05-20;2012;2022-05-20;4400000;HD
1628,1;2022-05-20;2002;2022-05-20;2500000;VCB
1629;2022-05-20;2013;2022-05-20;4400000;HD
1629,1;2022-05-20;1999;2022-05-20;2000000;VCB
1586;2022-05-19;1963;2022-05-18;2750000;BIDV
1587;2022-05-19;1817;2022-05-11;55000000;KHAC
1589;2022-05-19;1989;2022-05-19;2500000;VCB
1592;2022-05-19;1944;2022-05-17;3000000;CSXH
1592/1;2022-05-19;1968;2022-05-18;1800000;VCB
1593;2022-05-19;1791;2022-05-10;43200000;BIDV
1594;2022-05-19;1893,1;2022-05-16;5500000;VCB
1596;2022-05-19;1991;2022-05-19;1800000;VCB
1599;2022-05-19;1904,1;2022-05-16;1650000;VCB
1600;2022-05-19;1901,1;2022-05-16;1650000;VCB
1601;2022-05-19;1948;2022-05-17;1650000;VCB
1602;2022-05-19;1973;2022-05-18;1650000;VCB
1603;2022-05-19;1974;2022-05-18;2300000;VCB
1604;2022-05-19;1907,1;2022-05-16;1800000;VCB
1605;2022-05-19;1896,1;2022-05-16;2000000;VCB
1606;2022-05-19;1982;2022-05-18;1650000;VCB
1607;2022-05-19;1981;2022-05-18;1650000;VCB
1608;2022-05-19;1905,1;2022-05-16;1650000;VCB
1609,1;2022-05-19;1983,1;2022-05-19;1100000;BIDV
1085;2022-05-18;1352,2;2022-04-12;1650000;VCB
1544;2022-05-18;1935;2022-05-17;1350000;VTB
1546;2022-05-18;1910;2022-05-16;7700000;HD
1546,1;2022-05-18;1914,1;2022-05-16;500000;HD
1553;2022-05-18;1950;2022-05-18;1650000;VTB
1554;2022-05-18;1913;2022-05-16;8800000;VCB
1555;2022-05-18;1914;2022-05-16;3800000;VCB
1556;2022-05-18;1951;2022-05-18;1800000;VCB
1560;2022-05-18;1954;2022-05-18;2000000;VCB
1561;2022-05-18;1916;2022-05-16;1650000;VCB
1562;2022-05-18;1917;2022-05-16;1650000;VCB
1564;2022-05-18;1868;2022-05-13;1650000;VCB
1565;2022-05-18;1915;2022-05-16;1800000;VCB
1566;2022-05-18;1898,1;2022-05-16;1650000;VCB
1567;2022-05-18;1899,1;2022-05-16;1650000;VCB
1568;2022-05-18;1900,1;2022-05-16;1650000;VCB
1572;2022-05-18;1697,1;2022-05-05;4400000;HD
1573,1;2022-05-18;1965;2022-05-18;2000000;VCB
1574;2022-05-18;1893;2022-05-16;2500000;VCB
1575;2022-05-18;1902,1;2022-05-16;1650000;VCB
1576;2022-05-18;1903,1;2022-05-16;2000000;VCB
1578;2022-05-18;1959;2022-05-18;1500000;VTB
1578/1;2022-05-18;1943;2022-05-17;1800000;VCB
1579;2022-05-18;1952;2022-05-18;5500000;HD
1580;2022-05-18;1962;2022-05-18;1650000;VCB
1584/1;2022-05-18;1956,1;2022-05-18;2200000;VCB
1585;2022-05-18;1887;2022-05-13;2200000;SHINHAN
1966;2022-05-18;1966;2022-05-18;1650000;VCB
1525.1;2022-05-17;1924,1;2022-05-17;2500000;VCB
1526;2022-05-17;1818;2022-05-11;16500000;BIDV
1526.1;2022-05-17;1934;2022-05-17;2750000;BIDV
1527;2022-05-17;1818,1;2022-05-11;16500000;BIDV
1527/1;2022-05-17;1912,1;2022-05-16;2200000;VCB
1528,1;2022-05-17;1930;2022-05-17;2500000;VCB
1529;2022-05-17;1920;2022-05-17;3300000;HD
1530;2022-05-17;1921;2022-05-17;1650000;VTB
1531;2022-05-17;1911;2022-05-16;3000000;CSXH
1540;2022-05-17;1912;2022-05-16;1350000;VCB
1541;2022-05-17;1931;2022-05-17;2100000;VCB
1542;2022-05-17;1933;2022-05-17;3850000;VTB
1543;2022-05-17;1937;2022-05-17;1800000;VCB
1543,2;2022-05-17;1940;2022-05-17;2200000;VCB
1543/1;2022-05-17;1939;2022-05-17;3300000;VCB
1929;2022-05-17;1929;2022-05-17;3300000;BIDV
1469/1;2022-05-16;1869,1;2022-05-13;3300000;BIDV
1496;2022-05-16;1882;2022-05-13;1350000;VTB
1498;2022-05-16;1884;2022-05-13;3000000;CSXH
1498,1;2022-05-16;1868,1;2022-05-13;2000000;VCB
1500;2022-05-16;1820;2022-05-11;3000000;CSXH
1501;2022-05-16;1883;2022-05-13;7700000;HD
1502,1;2022-05-16;1867;2022-05-12;6600000;VCB
1504,1;2022-05-16;1897,1;2022-05-16;2200000;VCB
1505,1;2022-05-16;1909,1;2022-05-16;2200000;VCB
1509;2022-05-16;1855;2022-05-12;1800000;VCB
1510;2022-05-16;1696,1;2022-05-05;5500000;HD
1513;2022-05-16;1885;2022-05-13;2200000;VCB
1514;2022-05-16;1877;2022-05-13;1650000;VCB
1515;2022-05-16;1902;2022-05-16;1650000;VCB
1516;2022-05-16;1903;2022-05-16;1650000;VCB
1517;2022-05-16;1906;2022-05-16;5000000;VCB
1518;2022-05-16;1907;2022-05-16;1800000;VCB
1519;2022-05-16;1905;2022-05-16;3600000;VCB
1520;2022-05-16;1904;2022-05-16;3300000;VCB
1520/1;2022-05-16;1895,1;2022-05-16;1350000;VTB
1521,1;2022-05-16;1909;2022-05-16;6000000;BIDV
1522;2022-05-16;1888;2022-05-13;3500000;HD
1522,1;2022-05-16;1815;2022-05-11;18700000;BIDV
1804;2022-05-16;1804;2022-05-10;1650000;VCB
1864;2022-05-16;1864;2022-05-12;2500000;VCB
1514/1;2022-05-14;1878;2022-05-13;3300000;BIDV
1453;2022-05-13;1886;2022-05-13;2000000;VCB
1466;2022-05-13;1854;2022-05-12;5500000;HD
1468,1;2022-05-13;1802;2022-05-10;24000000;BIDV
1469;2022-05-13;1871;2022-05-13;2000000;VCB
1469,1;2022-05-13;1890;2022-05-13;3850000;BIDV
1470;2022-05-13;1798;2022-05-10;2500000;VCB
1471;2022-05-13;1857;2022-05-12;2200000;VCB
1472;2022-05-13;1842;2022-05-12;3300000;VCB
1475;2022-05-13;1765;2022-05-09;5500000;HD
