Quận/Huyện,Logic,N/A = Yes,Phường,Đường,Đoạn,VT1,VT2,VT3,VT4,Loại đất,
Huyện Định Quán,Đường + Đoạn,,,Đường 96 (xã La Ngà),,230,120,100,80,ĐẤT SẢN XUẤT KINH DOANH TẠI NÔNG THÔN,
Huyện Định Quán,Đường + Đoạn,,,Đường Trà Cổ (xã Phú Hòa),Đoạn từ ranh xã Phú Hòa đến cây xăng Phú Hòa (xã Phú Hòa),360,180,120,70,ĐẤT SẢN XUẤT KINH DOANH TẠI NÔNG THÔN,
Huyện Định Quán,Đường + Đoạn,,,Đường Trà Cổ (xã Phú Hòa),Đoạn từ cây xăng Phú Hòa (xã Phú Hòa) đến giáp xã Phú Điền (huyện Tân Phú),360,180,120,70,ĐẤT SẢN XUẤT KINH DOANH TẠI NÔNG THÔN,
Huyện Định Quán,Đường + Đoạn,,,Đường WB2 nối từ đường 101 đi ấp Vĩnh An (xã La Ngà),,230,110,100,80,ĐẤT SẢN XUẤT KINH DOANH TẠI NÔNG THÔN,
Huyện Định Quán,Đường + Đoạn,,,Đường 106 (xã Phú Ngọc),,280,130,110,80,ĐẤT SẢN XUẤT KINH DOANH TẠI NÔNG THÔN,
Huyện Định Quán,Đường + Đoạn,,,Đường liên ấp 1 - ấp 3 (Phú Ngọc),,300,180,120,70,ĐẤT SẢN XUẤT KINH DOANH TẠI NÔNG THÔN,
Huyện Định Quán,Đường + Đoạn,,,Đường từ cây xăng 108 đến đường 107 vào trung tâm hành chính xã (xã Ngọc Định),,420,180,120,70,ĐẤT SẢN XUẤT KINH DOANH TẠI NÔNG THÔN,
Huyện Định Quán,Đường + Đoạn,,,Đường nối từ đường Cầu Trắng đến đường 107 (bên hông nhà thờ Ngọc Thanh) xã Ngọc Định,,230,110,100,80,ĐẤT SẢN XUẤT KINH DOANH TẠI NÔNG THÔN,
Huyện Định Quán,Đường + Đoạn,,,Đường suối Dzui từ Quốc lộ 20 đến đường 101 (xã Túc Trưng),,300,180,120,70,ĐẤT SẢN XUẤT KINH DOANH TẠI NÔNG THÔN,
Huyện Định Quán,Đường + Đoạn,,,Đường nối từ Quốc lộ 20 đến đồi Du lịch (xã La Ngà),,300,180,120,70,ĐẤT SẢN XUẤT KINH DOANH TẠI NÔNG THÔN,
Huyện Định Quán,Đường + Đoạn,,,Đường 101B (xã La Ngà),,350,170,160,80,ĐẤT SẢN XUẤT KINH DOANH TẠI NÔNG THÔN,
Huyện Định Quán,Đường + Đoạn,,,Đường NaGoa (xã Suối Nho),,420,180,120,100,ĐẤT SẢN XUẤT KINH DOANH TẠI NÔNG THÔN,
Huyện Định Quán,Đường + Đoạn,,,Đường liên xã Phú Lợi - thị trấn Định Quán,,720,360,300,180,ĐẤT SẢN XUẤT KINH DOANH TẠI NÔNG THÔN,
Huyện Định Quán,Đường + Đoạn,,,Đường liên xã Gia Canh - Phú Lợi - Phú Hòa,Đoạn qua xã Phú Lợi đến Nhà văn hóa ấp 6,280,140,100,80,ĐẤT SẢN XUẤT KINH DOANH TẠI NÔNG THÔN,
Huyện Định Quán,Đường + Đoạn,,,Đường liên xã Gia Canh - Phú Lợi - Phú Hòa,Đoạn còn lại,230,120,100,80,ĐẤT SẢN XUẤT KINH DOANH TẠI NÔNG THÔN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Long Giao,Quốc lộ 56,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Long Giao,Đường tỉnh 764,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Long Giao,Đường tỉnh 765,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Long Giao,Đường tỉnh 773 (Hương lộ 10),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Long Giao,Đường tỉnh 765B (Đường Xuân Định - Lâm San),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Long Giao,Đường tỉnh 779 (Đường Xuân Đông - Xuân Tâm),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Long Giao,Đường Hương lộ 10 đi Đường tỉnh 769 đoạn qua xã Sông Nhạn,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Long Giao,Đường Xuân Định - Lâm San (đường Xuân Bảo đi Đường tỉnh 764),,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Long Giao,Đường Sông Nhạn - Dầu Giây,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Long Giao,Đường Nhân Nghĩa - Sông Nhạn,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Long Giao,Đường Xuân Đông - Xuân Tây,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Long Giao,Đường Nhân Nghĩa - Xuân Đông,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Long Giao,Đường Chốt Mỹ - Xuân Tây,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Long Giao,Đường Xuân Đường - Thừa Đức,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Long Giao,Đường chợ Xuân Bảo - Xuân Tây,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Long Giao,Đường Tân Mỹ - Nhân Nghĩa,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Long Giao,Đường Xuân Tâm - Xuân Đông,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Long Giao,Đường Bình Tiến - Xuân Phú - Xuân Tây,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Long Giao,Hương lộ 10,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Long Giao,Đường Tân Bình,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Long Giao,Đường Long Giao - Bảo Bình,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Long Giao,Đường Ấp 3 Lâm San - Quảng Thành,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Long Giao,Đường Ấp 5 Lâm San - Quảng Thành,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Long Giao,Đường tỉnh 765 đi Làng Dân tộc,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Long Giao,Đường Khu 3 ấp 6,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Long Giao,Đường Ấp 6 - 7 Sông Ray,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Long Giao,Đường Láng Me - Cọ Dầu,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Long Giao,Đường La Hoa - Rừng Tre,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Long Giao,Đường Khu Công nghệ Sinh học,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Long Giao,Đường Ấp 4 - Xuân Tây,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Long Giao,Đường ấp 10 - 11 xã Xuân Tây,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Long Giao,Đường Suối Lức - Rừng Tre,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Long Giao,Đường tỉnh 765 đi Cọ Dầu,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Long Giao,Đường Lộ 25 - Sông Nhạn,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,Yes,Xã Long Giao,,,100,80,70,60,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Bảo Bình,Quốc lộ 56,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Bảo Bình,Đường tỉnh 764,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Bảo Bình,Đường tỉnh 765,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Bảo Bình,Đường tỉnh 773 (Hương lộ 10),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Bảo Bình,Đường tỉnh 765B (Đường Xuân Định - Lâm San),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Bảo Bình,Đường tỉnh 779 (Đường Xuân Đông - Xuân Tâm),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Bảo Bình,Đường Hương lộ 10 đi Đường tỉnh 769 đoạn qua xã Sông Nhạn,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Sông Ray,Quốc lộ 56,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Sông Ray,Đường tỉnh 764,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Sông Ray,Đường tỉnh 765,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Sông Ray,Đường tỉnh 773 (Hương lộ 10),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Sông Ray,Đường tỉnh 765B (Đường Xuân Định - Lâm San),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Sông Ray,Đường tỉnh 779 (Đường Xuân Đông - Xuân Tâm),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Sông Ray,Đường Hương lộ 10 đi Đường tỉnh 769 đoạn qua xã Sông Nhạn,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Tây,Quốc lộ 56,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Tây,Đường tỉnh 764,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Tây,Đường tỉnh 765,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Tây,Đường tỉnh 773 (Hương lộ 10),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Tây,Đường tỉnh 765B (Đường Xuân Định - Lâm San),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Tây,Đường tỉnh 779 (Đường Xuân Đông - Xuân Tâm),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Tây,Đường Hương lộ 10 đi Đường tỉnh 769 đoạn qua xã Sông Nhạn,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Đông,Quốc lộ 56,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Đông,Đường tỉnh 764,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Đông,Đường tỉnh 765,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Đông,Đường tỉnh 773 (Hương lộ 10),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Đông,Đường tỉnh 765B (Đường Xuân Định - Lâm San),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Đông,Đường tỉnh 779 (Đường Xuân Đông - Xuân Tâm),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Đông,Đường Hương lộ 10 đi Đường tỉnh 769 đoạn qua xã Sông Nhạn,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Bảo,Quốc lộ 56,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Bảo,Đường tỉnh 764,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Bảo,Đường tỉnh 765,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Bảo,Đường tỉnh 773 (Hương lộ 10),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Bảo,Đường tỉnh 765B (Đường Xuân Định - Lâm San),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Bảo,Đường tỉnh 779 (Đường Xuân Đông - Xuân Tâm),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Bảo,Đường Hương lộ 10 đi Đường tỉnh 769 đoạn qua xã Sông Nhạn,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Nhân Nghĩa,Quốc lộ 56,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Nhân Nghĩa,Đường tỉnh 764,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Nhân Nghĩa,Đường tỉnh 765,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Nhân Nghĩa,Đường tỉnh 773 (Hương lộ 10),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Nhân Nghĩa,Đường tỉnh 765B (Đường Xuân Định - Lâm San),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Nhân Nghĩa,Đường tỉnh 779 (Đường Xuân Đông - Xuân Tâm),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Nhân Nghĩa,Đường Hương lộ 10 đi Đường tỉnh 769 đoạn qua xã Sông Nhạn,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Mỹ,Quốc lộ 56,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Mỹ,Đường tỉnh 764,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Mỹ,Đường tỉnh 765,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Mỹ,Đường tỉnh 773 (Hương lộ 10),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Mỹ,Đường tỉnh 765B (Đường Xuân Định - Lâm San),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Mỹ,Đường tỉnh 779 (Đường Xuân Đông - Xuân Tâm),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Mỹ,Đường Hương lộ 10 đi Đường tỉnh 769 đoạn qua xã Sông Nhạn,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Lâm San,Quốc lộ 56,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Lâm San,Đường tỉnh 764,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Lâm San,Đường tỉnh 765,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Lâm San,Đường tỉnh 773 (Hương lộ 10),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Lâm San,Đường tỉnh 765B (Đường Xuân Định - Lâm San),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Lâm San,Đường tỉnh 779 (Đường Xuân Đông - Xuân Tâm),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Lâm San,Đường Hương lộ 10 đi Đường tỉnh 769 đoạn qua xã Sông Nhạn,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Thừa Đức,Quốc lộ 56,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Thừa Đức,Đường tỉnh 764,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Thừa Đức,Đường tỉnh 765,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Thừa Đức,Đường tỉnh 773 (Hương lộ 10),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Thừa Đức,Đường tỉnh 765B (Đường Xuân Định - Lâm San),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Thừa Đức,Đường tỉnh 779 (Đường Xuân Đông - Xuân Tâm),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Thừa Đức,Đường Hương lộ 10 đi Đường tỉnh 769 đoạn qua xã Sông Nhạn,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Đường,Quốc lộ 56,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Đường,Đường tỉnh 764,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Đường,Đường tỉnh 765,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Đường,Đường tỉnh 773 (Hương lộ 10),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Đường,Đường tỉnh 765B (Đường Xuân Định - Lâm San),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Đường,Đường tỉnh 779 (Đường Xuân Đông - Xuân Tâm),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Đường,Đường Hương lộ 10 đi Đường tỉnh 769 đoạn qua xã Sông Nhạn,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Sông Nhạn,Quốc lộ 56,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Sông Nhạn,Đường tỉnh 764,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Sông Nhạn,Đường tỉnh 765,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Sông Nhạn,Đường tỉnh 773 (Hương lộ 10),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Sông Nhạn,Đường tỉnh 765B (Đường Xuân Định - Lâm San),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Sông Nhạn,Đường tỉnh 779 (Đường Xuân Đông - Xuân Tâm),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Sông Nhạn,Đường Hương lộ 10 đi Đường tỉnh 769 đoạn qua xã Sông Nhạn,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Quế,Quốc lộ 56,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Quế,Đường tỉnh 764,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Quế,Đường tỉnh 765,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Quế,Đường tỉnh 773 (Hương lộ 10),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Quế,Đường tỉnh 765B (Đường Xuân Định - Lâm San),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Quế,Đường tỉnh 779 (Đường Xuân Đông - Xuân Tâm),,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Xuân Quế,Đường Hương lộ 10 đi Đường tỉnh 769 đoạn qua xã Sông Nhạn,,120,100,90,80,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Bảo Bình,Đường Xuân Định - Lâm San (đường Xuân Bảo đi Đường tỉnh 764),,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Bảo Bình,Đường Sông Nhạn - Dầu Giây,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Bảo Bình,Đường Nhân Nghĩa - Sông Nhạn,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Bảo Bình,Đường Xuân Đông - Xuân Tây,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Bảo Bình,Đường Nhân Nghĩa - Xuân Đông,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Bảo Bình,Đường Chốt Mỹ - Xuân Tây,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Bảo Bình,Đường Xuân Đường - Thừa Đức,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Bảo Bình,Đường chợ Xuân Bảo - Xuân Tây,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Bảo Bình,Đường Tân Mỹ - Nhân Nghĩa,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Bảo Bình,Đường Xuân Tâm - Xuân Đông,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Bảo Bình,Đường Bình Tiến - Xuân Phú - Xuân Tây,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Bảo Bình,Hương lộ 10,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Bảo Bình,Đường Tân Bình,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Bảo Bình,Đường Long Giao - Bảo Bình,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Bảo Bình,Đường Ấp 3 Lâm San - Quảng Thành,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Bảo Bình,Đường Ấp 5 Lâm San - Quảng Thành,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Bảo Bình,Đường tỉnh 765 đi Làng Dân tộc,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Bảo Bình,Đường Khu 3 ấp 6,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
Huyện Cẩm Mỹ,Phường + Đường + NA,,Xã Bảo Bình,Đường Ấp 6 - 7 Sông Ray,,110,90,80,70,NUÔI TRỒNG THỦY SẢN,
